"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	5	10551219	0.05 (Unreliable)	0.02	0.11	0.00%
	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	128	10551219	1.21	1.00	1.42	0.02%
	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	4	10551219	0.04 (Unreliable)	0.01	0.10	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"			275	10551219	2.61	2.30	2.91	0.04%
"Total"	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"					275	10551219	2.61	2.30	2.91	0.04%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	3	10784023	0.03 (Unreliable)	0.01	0.08	0.00%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	8	10784023	0.07 (Unreliable)	0.03	0.15	0.00%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fall"	"GRINJ-003"	30	10784023	0.28	0.19	0.40	0.00%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	4	10784023	0.04 (Unreliable)	0.01	0.09	0.00%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	677	10784023	6.28	5.80	6.75	0.10%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	4	10784023	0.04 (Unreliable)	0.01	0.09	0.00%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	56	10784023	0.52	0.39	0.67	0.01%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	587	10784023	5.44	5.00	5.88	0.09%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	35	10784023	0.32	0.23	0.45	0.01%
	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	3	10784023	0.03 (Unreliable)	0.01	0.08	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"			1407	10784023	13.05	12.37	13.73	0.22%
"Total"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"					1407	10784023	13.05	12.37	13.73	0.22%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	27	11739427	0.23	0.15	0.33	0.00%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	22	11739427	0.19	0.12	0.28	0.00%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fall"	"GRINJ-003"	104	11739427	0.89	0.72	1.06	0.02%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	13	11739427	0.11 (Unreliable)	0.06	0.19	0.00%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1340	11739427	11.41	10.80	12.03	0.21%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	15	11739427	0.13 (Unreliable)	0.07	0.21	0.00%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	163	11739427	1.39	1.18	1.60	0.03%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	944	11739427	8.04	7.53	8.55	0.15%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	48	11739427	0.41	0.30	0.54	0.01%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	14	11739427	0.12 (Unreliable)	0.07	0.20	0.00%
	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	3	11739427	0.03 (Unreliable)	0.01	0.07	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"			2693	11739427	22.94	22.07	23.81	0.41%
"Total"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"					2693	11739427	22.94	22.07	23.81	0.41%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	78	21970214	0.36	0.28	0.44	0.01%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	44	21970214	0.20	0.15	0.27	0.01%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	144	21970214	0.66	0.55	0.76	0.02%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	10	21970214	0.05 (Unreliable)	0.02	0.08	0.00%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2440	21970214	11.11	10.67	11.55	0.38%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	29	21970214	0.13	0.09	0.19	0.00%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	442	21970214	2.01	1.82	2.20	0.07%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1928	21970214	8.78	8.38	9.17	0.30%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	90	21970214	0.41	0.33	0.50	0.01%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	17	21970214	0.08 (Unreliable)	0.05	0.12	0.00%
	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	4	21970214	0.02 (Unreliable)	0.00	0.05	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"			5226	21970214	23.79	23.14	24.43	0.80%
"Total"	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"					5226	21970214	23.79	23.14	24.43	0.80%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	109	20159229	0.54	0.44	0.64	0.02%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	40	20159229	0.20	0.14	0.27	0.01%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	116	20159229	0.58	0.47	0.68	0.02%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	21	20159229	0.10	0.06	0.16	0.00%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2346	20159229	11.64	11.17	12.11	0.36%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	23	20159229	0.11	0.07	0.17	0.00%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	654	20159229	3.24	3.00	3.49	0.10%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1638	20159229	8.13	7.73	8.52	0.25%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	68	20159229	0.34	0.26	0.43	0.01%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	21	20159229	0.10	0.06	0.16	0.00%
	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	8	20159229	0.04 (Unreliable)	0.02	0.08	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"			5044	20159229	25.02	24.33	25.71	0.78%
"Total"	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"					5044	20159229	25.02	24.33	25.71	0.78%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	146	21425044	0.68	0.57	0.79	0.02%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	51	21425044	0.24	0.18	0.31	0.01%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fall"	"GRINJ-003"	135	21425044	0.63	0.52	0.74	0.02%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	24	21425044	0.11	0.07	0.17	0.00%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3189	21425044	14.88	14.37	15.40	0.49%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	35	21425044	0.16	0.11	0.23	0.01%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	930	21425044	4.34	4.06	4.62	0.14%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1801	21425044	8.41	8.02	8.79	0.28%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	68	21425044	0.32	0.25	0.40	0.01%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	26	21425044	0.12	0.08	0.18	0.00%
	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	22	21425044	0.10	0.06	0.16	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"			6427	21425044	30.00	29.26	30.73	0.99%
"Total"	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"					6427	21425044	30.00	29.26	30.73	0.99%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	143	19321882	0.74	0.62	0.86	0.02%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	36	19321882	0.19	0.13	0.26	0.01%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fall"	"GRINJ-003"	116	19321882	0.60	0.49	0.71	0.02%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	28	19321882	0.14	0.10	0.21	0.00%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	3335	19321882	17.26	16.67	17.85	0.51%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	13	19321882	0.07 (Unreliable)	0.04	0.12	0.00%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	758	19321882	3.92	3.64	4.20	0.12%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	19321882	0.01 (Unreliable)	0.00	0.03	0.00%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1174	19321882	6.08	5.73	6.42	0.18%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	49	19321882	0.25	0.19	0.34	0.01%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	22	19321882	0.11	0.07	0.17	0.00%
	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	14	19321882	0.07 (Unreliable)	0.04	0.12	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"			5689	19321882	29.44	28.68	30.21	0.88%
"Total"	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"					5689	19321882	29.44	28.68	30.21	0.88%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	56	12349045	0.45	0.34	0.59	0.01%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	10	12349045	0.08 (Unreliable)	0.04	0.15	0.00%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fall"	"GRINJ-003"	42	12349045	0.34	0.25	0.46	0.01%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	13	12349045	0.11 (Unreliable)	0.06	0.18	0.00%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2427	12349045	19.65	18.87	20.44	0.37%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	5	12349045	0.04 (Unreliable)	0.01	0.09	0.00%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	298	12349045	2.41	2.14	2.69	0.05%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	403	12349045	3.26	2.94	3.58	0.06%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	15	12349045	0.12 (Unreliable)	0.07	0.20	0.00%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	10	12349045	0.08 (Unreliable)	0.04	0.15	0.00%
	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	7	12349045	0.06 (Unreliable)	0.02	0.12	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"			3286	12349045	26.61	25.70	27.52	0.51%
"Total"	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"					3286	12349045	26.61	25.70	27.52	0.51%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	36	5893378	0.61	0.43	0.85	0.01%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	13	5893378	0.22 (Unreliable)	0.12	0.38	0.00%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fall"	"GRINJ-003"	22	5893378	0.37	0.23	0.57	0.00%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	8	5893378	0.14 (Unreliable)	0.06	0.27	0.00%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1650	5893378	28.00	26.65	29.35	0.25%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	139	5893378	2.36	1.97	2.75	0.02%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	173	5893378	2.94	2.50	3.37	0.03%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	9	5893378	0.15 (Unreliable)	0.07	0.29	0.00%
	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	7	5893378	0.12 (Unreliable)	0.05	0.24	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"			2057	5893378	34.90	33.40	36.41	0.32%
"Total"	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"					2057	5893378	34.90	33.40	36.41	0.32%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	17	2108869	0.81 (Unreliable)	0.47	1.29	0.00%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	7	2108869	0.33 (Unreliable)	0.13	0.68	0.00%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Fall"	"GRINJ-003"	14	2108869	0.66 (Unreliable)	0.36	1.11	0.00%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	843	2108869	39.97	37.28	42.67	0.13%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	1	2108869	0.05 (Unreliable)	0.00	0.26	0.00%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	67	2108869	3.18	2.46	4.03	0.01%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	96	2108869	4.55	3.69	5.56	0.01%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	2	2108869	0.09 (Unreliable)	0.01	0.34	0.00%
	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	6	2108869	0.28 (Unreliable)	0.10	0.62	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"			1053	2108869	49.93	46.92	52.95	0.16%
"Total"	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"					1053	2108869	49.93	46.92	52.95	0.16%
	"2014"	"2014"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2014"	"2014"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2014"	"2014"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"			3	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2014"	"2014"	"Male"	"M"	"Not Stated"	"NS"					3	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2014"	"2014"	"Male"	"M"							33162	156936487	21.13	20.90	21.36	5.10%
"Total"	"2014"	"2014"									42826	318857056	13.43	13.30	13.56	6.59%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	1	10101942	0.01 (Unreliable)	0.00	0.06	0.00%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	3	10101942	0.03 (Unreliable)	0.01	0.09	0.00%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Fall"	"GRINJ-003"	2	10101942	0.02 (Unreliable)	0.00	0.07	0.00%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	29	10101942	0.29	0.19	0.41	0.00%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	19	10101942	0.19 (Unreliable)	0.11	0.29	0.00%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	100	10101942	0.99	0.80	1.18	0.02%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	2	10101942	0.02 (Unreliable)	0.00	0.07	0.00%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	1	10101942	0.01 (Unreliable)	0.00	0.06	0.00%
	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	10101942	0.01 (Unreliable)	0.00	0.06	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"			158	10101942	1.56	1.32	1.81	0.02%
"Total"	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"					158	10101942	1.56	1.32	1.81	0.02%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	1	10311036	0.01 (Unreliable)	0.00	0.05	0.00%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	7	10311036	0.07 (Unreliable)	0.03	0.14	0.00%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fall"	"GRINJ-003"	13	10311036	0.13 (Unreliable)	0.07	0.22	0.00%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	3	10311036	0.03 (Unreliable)	0.01	0.09	0.00%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	115	10311036	1.12	0.91	1.32	0.02%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	7	10311036	0.07 (Unreliable)	0.03	0.14	0.00%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	73	10311036	0.71	0.55	0.89	0.01%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	279	10311036	2.71	2.39	3.02	0.04%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	21	10311036	0.20	0.13	0.31	0.00%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	4	10311036	0.04 (Unreliable)	0.01	0.10	0.00%
	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	10311036	0.01 (Unreliable)	0.00	0.05	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"			524	10311036	5.08	4.65	5.52	0.08%
"Total"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"					524	10311036	5.08	4.65	5.52	0.08%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	3	11071459	0.03 (Unreliable)	0.01	0.08	0.00%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	14	11071459	0.13 (Unreliable)	0.07	0.21	0.00%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fall"	"GRINJ-003"	18	11071459	0.16 (Unreliable)	0.10	0.26	0.00%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	1	11071459	0.01 (Unreliable)	0.00	0.05	0.00%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	176	11071459	1.59	1.35	1.82	0.03%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	4	11071459	0.04 (Unreliable)	0.01	0.09	0.00%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	102	11071459	0.92	0.74	1.10	0.02%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	270	11071459	2.44	2.15	2.73	0.04%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	16	11071459	0.14 (Unreliable)	0.08	0.23	0.00%
