"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate	% of Total Deaths
"Total"	"2006"	"2006"	"Nov., 2006"	"2006/11"			200453	Not Applicable	Not Applicable	0.45%
	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Unintentional"	"1"	10137	Not Applicable	Not Applicable	0.02%
	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Suicide"	"2"	2631	Not Applicable	Not Applicable	0.01%
	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Homicide"	"3"	1598	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Undetermined "	"4"	425	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2006"	"2006"	"Dec., 2006"	"2006/12"	"Non-Injury, no intent classified"	"9"	200628	Not Applicable	Not Applicable	0.45%
"Total"	"2006"	"2006"	"Dec., 2006"	"2006/12"			215456	Not Applicable	Not Applicable	0.48%
"Total"	"2006"	"2006"					2426264	Not Applicable	Not Applicable	5.40%
	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Unintentional"	"1"	10058	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Suicide"	"2"	2841	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Homicide"	"3"	1518	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Undetermined "	"4"	435	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Legal Intervention / Operations of War"	"5"	28	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jan., 2007"	"2007/01"	"Non-Injury, no intent classified"	"9"	207225	Not Applicable	Not Applicable	0.46%
"Total"	"2007"	"2007"	"Jan., 2007"	"2007/01"			222105	Not Applicable	Not Applicable	0.49%
	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Unintentional"	"1"	9526	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Suicide"	"2"	2473	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Homicide"	"3"	1212	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Undetermined "	"4"	409	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Legal Intervention / Operations of War"	"5"	31	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Feb., 2007"	"2007/02"	"Non-Injury, no intent classified"	"9"	191066	Not Applicable	Not Applicable	0.43%
"Total"	"2007"	"2007"	"Feb., 2007"	"2007/02"			204717	Not Applicable	Not Applicable	0.46%
	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Unintentional"	"1"	10466	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Suicide"	"2"	2954	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Homicide"	"3"	1497	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Undetermined "	"4"	463	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Legal Intervention / Operations of War"	"5"	49	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Mar., 2007"	"2007/03"	"Non-Injury, no intent classified"	"9"	202691	Not Applicable	Not Applicable	0.45%
"Total"	"2007"	"2007"	"Mar., 2007"	"2007/03"			218120	Not Applicable	Not Applicable	0.49%
	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Unintentional"	"1"	10046	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Suicide"	"2"	2792	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Homicide"	"3"	1487	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Undetermined "	"4"	435	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Apr., 2007"	"2007/04"	"Non-Injury, no intent classified"	"9"	188124	Not Applicable	Not Applicable	0.42%
"Total"	"2007"	"2007"	"Apr., 2007"	"2007/04"			202921	Not Applicable	Not Applicable	0.45%
	"2007"	"2007"	"May, 2007"	"2007/05"	"Unintentional"	"1"	10376	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"May, 2007"	"2007/05"	"Suicide"	"2"	3089	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"May, 2007"	"2007/05"	"Homicide"	"3"	1524	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"May, 2007"	"2007/05"	"Undetermined "	"4"	464	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"May, 2007"	"2007/05"	"Legal Intervention / Operations of War"	"5"	41	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"May, 2007"	"2007/05"	"Non-Injury, no intent classified"	"9"	184209	Not Applicable	Not Applicable	0.41%
"Total"	"2007"	"2007"	"May, 2007"	"2007/05"			199703	Not Applicable	Not Applicable	0.44%
	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Unintentional"	"1"	10362	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Suicide"	"2"	2915	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Homicide"	"3"	1669	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Undetermined "	"4"	463	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Legal Intervention / Operations of War"	"5"	45	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jun., 2007"	"2007/06"	"Non-Injury, no intent classified"	"9"	172753	Not Applicable	Not Applicable	0.38%
"Total"	"2007"	"2007"	"Jun., 2007"	"2007/06"			188207	Not Applicable	Not Applicable	0.42%
	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Unintentional"	"1"	10998	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Suicide"	"2"	3088	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Homicide"	"3"	1760	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Undetermined "	"4"	485	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Legal Intervention / Operations of War"	"5"	36	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Jul., 2007"	"2007/07"	"Non-Injury, no intent classified"	"9"	175960	Not Applicable	Not Applicable	0.39%
"Total"	"2007"	"2007"	"Jul., 2007"	"2007/07"			192327	Not Applicable	Not Applicable	0.43%
	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Unintentional"	"1"	10837	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Suicide"	"2"	2998	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Homicide"	"3"	1709	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Undetermined "	"4"	448	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Legal Intervention / Operations of War"	"5"	48	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Aug., 2007"	"2007/08"	"Non-Injury, no intent classified"	"9"	175719	Not Applicable	Not Applicable	0.39%
"Total"	"2007"	"2007"	"Aug., 2007"	"2007/08"			191759	Not Applicable	Not Applicable	0.43%
	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Unintentional"	"1"	10242	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Suicide"	"2"	2951	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Homicide"	"3"	1520	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Undetermined "	"4"	416	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Legal Intervention / Operations of War"	"5"	32	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Sep., 2007"	"2007/09"	"Non-Injury, no intent classified"	"9"	173305	Not Applicable	Not Applicable	0.39%
"Total"	"2007"	"2007"	"Sep., 2007"	"2007/09"			188466	Not Applicable	Not Applicable	0.42%
	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Unintentional"	"1"	10288	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Suicide"	"2"	2991	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Homicide"	"3"	1528	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Undetermined "	"4"	439	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Legal Intervention / Operations of War"	"5"	27	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Oct., 2007"	"2007/10"	"Non-Injury, no intent classified"	"9"	183360	Not Applicable	Not Applicable	0.41%
"Total"	"2007"	"2007"	"Oct., 2007"	"2007/10"			198633	Not Applicable	Not Applicable	0.44%
	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Unintentional"	"1"	9926	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Suicide"	"2"	2794	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Homicide"	"3"	1402	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Undetermined "	"4"	449	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Legal Intervention / Operations of War"	"5"	31	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Nov., 2007"	"2007/11"	"Non-Injury, no intent classified"	"9"	185534	Not Applicable	Not Applicable	0.41%
"Total"	"2007"	"2007"	"Nov., 2007"	"2007/11"			200136	Not Applicable	Not Applicable	0.45%
	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Unintentional"	"1"	10581	Not Applicable	Not Applicable	0.02%
	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Suicide"	"2"	2712	Not Applicable	Not Applicable	0.01%
	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Homicide"	"3"	1535	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Undetermined "	"4"	475	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Legal Intervention / Operations of War"	"5"	28	Not Applicable	Not Applicable	0.00%
	"2007"	"2007"	"Dec., 2007"	"2007/12"	"Non-Injury, no intent classified"	"9"	201287	Not Applicable	Not Applicable	0.45%
"Total"	"2007"	"2007"	"Dec., 2007"	"2007/12"			216618	Not Applicable	Not Applicable	0.48%
"Total"	"2007"	"2007"					2423712	Not Applicable	Not Applicable	5.40%
	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Unintentional"	"1"	10044	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Suicide"	"2"	3036	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Homicide"	"3"	1400	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Undetermined "	"4"	397	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Legal Intervention / Operations of War"	"5"	39	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jan., 2008"	"2008/01"	"Non-Injury, no intent classified"	"9"	208993	Not Applicable	Not Applicable	0.47%
"Total"	"2008"	"2008"	"Jan., 2008"	"2008/01"			223909	Not Applicable	Not Applicable	0.50%
	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Unintentional"	"1"	9917	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Suicide"	"2"	2785	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Homicide"	"3"	1317	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Undetermined "	"4"	455	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Legal Intervention / Operations of War"	"5"	44	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Feb., 2008"	"2008/02"	"Non-Injury, no intent classified"	"9"	208923	Not Applicable	Not Applicable	0.47%
"Total"	"2008"	"2008"	"Feb., 2008"	"2008/02"			223441	Not Applicable	Not Applicable	0.50%
	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Unintentional"	"1"	10160	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Suicide"	"2"	3044	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Homicide"	"3"	1441	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Undetermined "	"4"	477	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Mar., 2008"	"2008/03"	"Non-Injury, no intent classified"	"9"	217555	Not Applicable	Not Applicable	0.48%
"Total"	"2008"	"2008"	"Mar., 2008"	"2008/03"			232715	Not Applicable	Not Applicable	0.52%
	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Unintentional"	"1"	9841	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Suicide"	"2"	3058	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Homicide"	"3"	1496	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Undetermined "	"4"	411	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Legal Intervention / Operations of War"	"5"	35	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Apr., 2008"	"2008/04"	"Non-Injury, no intent classified"	"9"	191960	Not Applicable	Not Applicable	0.43%
"Total"	"2008"	"2008"	"Apr., 2008"	"2008/04"			206801	Not Applicable	Not Applicable	0.46%
	"2008"	"2008"	"May, 2008"	"2008/05"	"Unintentional"	"1"	10539	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"May, 2008"	"2008/05"	"Suicide"	"2"	3166	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"May, 2008"	"2008/05"	"Homicide"	"3"	1469	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"May, 2008"	"2008/05"	"Undetermined "	"4"	442	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"May, 2008"	"2008/05"	"Legal Intervention / Operations of War"	"5"	34	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"May, 2008"	"2008/05"	"Non-Injury, no intent classified"	"9"	186778	Not Applicable	Not Applicable	0.42%
"Total"	"2008"	"2008"	"May, 2008"	"2008/05"			202428	Not Applicable	Not Applicable	0.45%
	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Unintentional"	"1"	10293	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Suicide"	"2"	3096	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Homicide"	"3"	1576	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Undetermined "	"4"	436	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Legal Intervention / Operations of War"	"5"	35	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jun., 2008"	"2008/06"	"Non-Injury, no intent classified"	"9"	175158	Not Applicable	Not Applicable	0.39%
"Total"	"2008"	"2008"	"Jun., 2008"	"2008/06"			190594	Not Applicable	Not Applicable	0.42%
	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Unintentional"	"1"	10545	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Suicide"	"2"	3128	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Homicide"	"3"	1633	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Undetermined "	"4"	401	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Jul., 2008"	"2008/07"	"Non-Injury, no intent classified"	"9"	176245	Not Applicable	Not Applicable	0.39%
"Total"	"2008"	"2008"	"Jul., 2008"	"2008/07"			191990	Not Applicable	Not Applicable	0.43%
	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Unintentional"	"1"	10548	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Suicide"	"2"	3024	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Homicide"	"3"	1596	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Undetermined "	"4"	455	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Legal Intervention / Operations of War"	"5"	28	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Aug., 2008"	"2008/08"	"Non-Injury, no intent classified"	"9"	176278	Not Applicable	Not Applicable	0.39%
"Total"	"2008"	"2008"	"Aug., 2008"	"2008/08"			191929	Not Applicable	Not Applicable	0.43%
	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Unintentional"	"1"	9660	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Suicide"	"2"	3115	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Homicide"	"3"	1571	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Undetermined "	"4"	409	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Legal Intervention / Operations of War"	"5"	36	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Sep., 2008"	"2008/09"	"Non-Injury, no intent classified"	"9"	172990	Not Applicable	Not Applicable	0.39%
"Total"	"2008"	"2008"	"Sep., 2008"	"2008/09"			187781	Not Applicable	Not Applicable	0.42%
	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Unintentional"	"1"	10209	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Suicide"	"2"	3011	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Homicide"	"3"	1485	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Undetermined "	"4"	373	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Legal Intervention / Operations of War"	"5"	27	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Oct., 2008"	"2008/10"	"Non-Injury, no intent classified"	"9"	185430	Not Applicable	Not Applicable	0.41%
"Total"	"2008"	"2008"	"Oct., 2008"	"2008/10"			200535	Not Applicable	Not Applicable	0.45%
	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Unintentional"	"1"	9749	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Suicide"	"2"	2812	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Homicide"	"3"	1449	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Undetermined "	"4"	389	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Legal Intervention / Operations of War"	"5"	27	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Nov., 2008"	"2008/11"	"Non-Injury, no intent classified"	"9"	187131	Not Applicable	Not Applicable	0.42%
"Total"	"2008"	"2008"	"Nov., 2008"	"2008/11"			201557	Not Applicable	Not Applicable	0.45%
	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Unintentional"	"1"	10397	Not Applicable	Not Applicable	0.02%
	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Suicide"	"2"	2760	Not Applicable	Not Applicable	0.01%
	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Homicide"	"3"	1393	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Undetermined "	"4"	406	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Legal Intervention / Operations of War"	"5"	31	Not Applicable	Not Applicable	0.00%
	"2008"	"2008"	"Dec., 2008"	"2008/12"	"Non-Injury, no intent classified"	"9"	203317	Not Applicable	Not Applicable	0.45%
"Total"	"2008"	"2008"	"Dec., 2008"	"2008/12"			218304	Not Applicable	Not Applicable	0.49%
"Total"	"2008"	"2008"					2471984	Not Applicable	Not Applicable	5.50%
	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Unintentional"	"1"	9972	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Suicide"	"2"	2976	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Homicide"	"3"	1348	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Undetermined "	"4"	426	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Legal Intervention / Operations of War"	"5"	33	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Jan., 2009"	"2009/01"	"Non-Injury, no intent classified"	"9"	208207	Not Applicable	Not Applicable	0.46%
"Total"	"2009"	"2009"	"Jan., 2009"	"2009/01"			222962	Not Applicable	Not Applicable	0.50%
	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Unintentional"	"1"	8933	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Suicide"	"2"	2720	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Homicide"	"3"	1121	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Undetermined "	"4"	381	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Feb., 2009"	"2009/02"	"Non-Injury, no intent classified"	"9"	187237	Not Applicable	Not Applicable	0.42%
"Total"	"2009"	"2009"	"Feb., 2009"	"2009/02"			200429	Not Applicable	Not Applicable	0.45%
	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Unintentional"	"1"	9840	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Suicide"	"2"	3044	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Homicide"	"3"	1362	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Undetermined "	"4"	438	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Legal Intervention / Operations of War"	"5"	47	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Mar., 2009"	"2009/03"	"Non-Injury, no intent classified"	"9"	201436	Not Applicable	Not Applicable	0.45%
"Total"	"2009"	"2009"	"Mar., 2009"	"2009/03"			216167	Not Applicable	Not Applicable	0.48%
	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Unintentional"	"1"	9620	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Suicide"	"2"	3027	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Homicide"	"3"	1421	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Undetermined "	"4"	388	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Legal Intervention / Operations of War"	"5"	31	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Apr., 2009"	"2009/04"	"Non-Injury, no intent classified"	"9"	188468	Not Applicable	Not Applicable	0.42%
"Total"	"2009"	"2009"	"Apr., 2009"	"2009/04"			202955	Not Applicable	Not Applicable	0.45%
	"2009"	"2009"	"May, 2009"	"2009/05"	"Unintentional"	"1"	10120	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"May, 2009"	"2009/05"	"Suicide"	"2"	3266	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"May, 2009"	"2009/05"	"Homicide"	"3"	1497	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"May, 2009"	"2009/05"	"Undetermined "	"4"	439	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"May, 2009"	"2009/05"	"Legal Intervention / Operations of War"	"5"	30	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"May, 2009"	"2009/05"	"Non-Injury, no intent classified"	"9"	185109	Not Applicable	Not Applicable	0.41%
"Total"	"2009"	"2009"	"May, 2009"	"2009/05"			200461	Not Applicable	Not Applicable	0.45%
	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Unintentional"	"1"	10055	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Suicide"	"2"	3254	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Homicide"	"3"	1459	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Undetermined "	"4"	406	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Legal Intervention / Operations of War"	"5"	25	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Jun., 2009"	"2009/06"	"Non-Injury, no intent classified"	"9"	175747	Not Applicable	Not Applicable	0.39%
"Total"	"2009"	"2009"	"Jun., 2009"	"2009/06"			190946	Not Applicable	Not Applicable	0.43%
	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Unintentional"	"1"	10473	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Suicide"	"2"	3246	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Homicide"	"3"	1610	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Undetermined "	"4"	431	Not Applicable	Not Applicable	0.00%
